,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,1.0,7.0,1.0,2.0,0.0,32.0,0.0,0.0,1.0,2.0,4.0,27.0,0.0,2.0
bibedt.csv,4.0,9.0,0.0,2.0,7.0,80.0,0.0,0.0,0.0,3.0,6.0,7.0,0.0,0.0
brlcad.csv,5.0,2.0,6.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0
co-ode-owl-plugins.csv,0.0,21.0,0.0,2.0,1.0,33.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0
firebreath.csv,4.0,14.0,1.0,2.0,1.0,50.0,0.0,0.0,0.0,1.0,2.0,24.0,0.0,0.0
fltk.csv,0.0,4.0,1.0,2.0,10.0,33.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
glas.csv,5.0,22.0,3.0,2.0,6.0,33.0,0.0,8.0,0.0,1.0,2.0,1.0,1.0,2.0
gretl.csv,4.0,18.0,5.0,2.0,5.0,5.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0,4.0
konversation.csv,3.0,2.0,2.0,1.0,2.0,33.0,0.0,0.0,0.0,3.0,0.0,30.0,0.0,6.0
micomt.csv,0.0,28.0,1.0,4.0,10.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
openxava.csv,5.0,9.0,9.0,0.0,0.0,0.0,0.0,5.0,4.0,24.0,0.0,14.0,0.0,1.0
sumatrapdf.csv,0.0,34.0,3.0,3.0,9.0,33.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,3.0
tweetsharp.csv,4.0,6.0,1.0,3.0,10.0,33.0,0.0,0.0,0.0,1.0,8.0,82.0,0.0,1.0
wxcode.csv,3.0,10.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,26.0
