,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.02,0.47,0.66,0.22,0.46,1.0,0.75,0.0,0.1,0.19
freedom-erp.csv,0.0,0.17,0.17,0.0,0.04,0.58,0.97,0.0,0.0,0.0
jahshaka.csv,0.0,0.96,0.33,0.29,0.34,0.4,0.11,0.0,0.06,0.14
jmoney.csv,0.0,0.21,0.95,0.05,0.29,0.83,0.81,0.0,0.0,0.06
reaper3d.csv,0.0,0.17,0.15,0.42,0.0,0.22,0.24,0.0,0.25,1.0
sblim.csv,0.0,0.0,0.0,0.93,0.0,0.13,0.0,0.0,0.0,0.0
swtfox.csv,0.04,0.32,0.23,0.46,0.97,0.3,0.18,0.04,0.12,0.11
tart.csv,0.0,0.0,0.31,0.09,0.0,0.04,0.0,0.0,0.89,0.1
