,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.75,0.41,0.47,0.81,0.93,0.0,0.91,1.08,0.71,0.55
freedom-erp.csv,1.0,0.91,0.9,1.0,1.0,0.59,0.06,1.0,1.0,1.0
jahshaka.csv,1.01,0.02,0.8,0.74,0.75,0.75,0.94,1.02,0.85,0.69
jmoney.csv,1.08,0.78,0.05,0.97,0.92,0.29,0.56,1.01,1.03,0.9
reaper3d.csv,1.06,0.91,0.95,0.51,1.0,0.88,0.86,1.0,0.8,0.0
sblim.csv,1.0,1.0,1.01,0.09,1.0,0.93,1.0,1.0,1.0,1.0
swtfox.csv,0.53,0.69,0.96,0.51,0.05,0.86,0.9,0.83,0.68,0.8
tart.csv,1.0,1.0,0.8,0.95,1.0,0.98,1.0,1.0,0.2,0.88
