,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,1.0,0.73,0.95,0.32,0.72,1.0,1.0,0.0,0.6,0.62
freedom-erp.csv,0.0,0.09,0.1,0.0,0.02,0.41,0.99,0.0,0.0,0.0
jahshaka.csv,0.0,1.0,0.2,0.27,0.3,0.25,0.06,0.0,0.2,0.5
jmoney.csv,0.0,0.27,1.0,0.05,0.35,0.71,0.95,0.0,0.0,0.12
reaper3d.csv,0.0,0.09,0.15,0.68,0.0,0.12,0.14,0.0,0.2,1.0
sblim.csv,0.0,0.0,0.0,0.91,0.0,0.07,0.0,0.0,0.0,0.0
swtfox.csv,1.0,0.73,0.3,0.86,0.95,0.18,0.11,1.0,0.8,0.5
tart.csv,0.0,0.0,0.2,0.05,0.0,0.02,0.0,0.0,0.8,0.12
