,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,1.0,0.45,0.0,0.0,0.3,0.68,0.91,1.0,0.45,0.8,0.37,0.0
fityk.csv,0.5,0.0,0.89,0.73,0.56,0.88,0.3,0.75,0.36,0.65,0.83,0.54
hatari.csv,0.28,0.55,0.87,0.66,0.79,0.63,0.73,0.0,0.41,0.93,0.53,0.7
lmms.csv,0.14,0.45,0.25,0.36,0.36,0.59,0.67,0.25,0.68,0.72,0.6,0.49
mecat.csv,0.06,0.0,0.1,0.04,0.25,0.02,0.02,0.0,0.0,0.12,0.0,0.03
nullc.csv,0.53,0.0,0.99,0.53,0.93,0.83,0.89,0.82,0.5,0.72,0.23,0.48
oscarmcmaster.csv,0.33,0.0,0.26,0.41,0.39,0.61,0.33,0.71,0.41,0.35,0.6,0.31
superwaba.csv,0.19,0.18,0.26,0.23,0.28,0.34,0.27,0.11,0.36,0.8,0.8,0.27
tycho.csv,0.25,0.0,0.34,0.23,0.33,0.2,0.05,0.21,0.14,0.23,0.07,0.14
vienna-add-in.csv,0.69,0.45,0.83,0.62,0.72,0.39,0.92,0.57,0.68,0.8,0.23,0.35
voms.csv,0.33,0.0,0.84,0.33,0.26,0.54,0.17,0.57,0.27,0.48,0.27,0.54
wsmt.csv,0.11,0.27,0.38,0.05,0.07,0.66,0.02,0.0,0.09,0.27,0.17,0.55
