,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.34,0.6,0.4,0.47,0.48,0.47,0.58,0.94
cornerstone.csv,0.6,0.53,0.38,0.98,0.57,0.55,0.69,0.73
frogatto.csv,0.55,0.87,0.67,0.71,0.83,0.79,0.97,0.84
novembre.csv,0.13,1.0,0.24,0.27,0.27,0.38,0.39,0.4
ns-3.csv,0.99,0.73,0.63,0.59,0.78,0.5,0.64,0.89
open-beos.csv,0.44,0.47,0.93,0.43,0.56,0.45,0.28,0.58
planeshift.csv,0.57,0.8,0.71,0.71,0.99,0.72,0.67,0.94
sbml.csv,0.59,0.73,0.65,0.71,0.84,0.95,0.67,0.74
