,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.75,0.61,0.49,0.17,1.0
chaperon.csv,0.07,0.08,0.32,1.0,0.48
mule.csv,0.99,0.16,0.24,0.12,0.38
springside.csv,0.66,0.99,0.36,0.26,0.72
swtfox.csv,0.36,0.41,1.0,0.0,0.5
