,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.86,0.44,0.97,0.83,0.0
chaperon.csv,0.97,0.96,0.78,0.0,0.72
mule.csv,0.01,0.9,0.85,0.78,0.77
springside.csv,0.62,0.01,0.81,0.48,0.5
swtfox.csv,0.79,0.85,0.0,1.09,0.71
