,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.73,0.67,0.9,0.0,0.21
mediaportal.csv,0.89,0.46,1.0,0.34,0.47
poormans.csv,0.86,0.7,0.83,0.21,0.49
smartgwt.csv,0.8,0.47,0.79,0.25,0.33
sqlpower-library.csv,0.88,0.19,0.77,0.2,0.27
