,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.45,0.37,0.83,0.54,0.43,0.38,0.41,0.39,0.62,0.0,0.54,0.55
miranda-icq.csv,0.47,0.55,0.13,0.41,0.22,0.41,0.51,0.11,0.6,0.0,0.59,0.46
pclasses.csv,0.94,0.36,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.23,0.46,0.53
pfaedit.csv,0.11,0.6,0.0,0.66,0.79,0.07,0.67,0.3,0.0,0.46,0.6,0.36
rockbox.csv,0.4,0.66,0.02,0.88,0.68,0.33,0.65,0.63,0.46,0.51,0.57,0.74
theresa.csv,0.21,0.64,0.24,0.94,0.71,0.0,0.45,0.6,0.4,0.52,0.46,0.37
thrust.csv,0.0,0.22,0.41,0.0,0.4,0.6,0.19,0.2,0.28,0.15,0.26,0.29
tktoolkit.csv,0.3,0.37,0.18,0.0,0.64,0.52,0.47,0.53,0.47,0.0,0.38,0.48
trinitycore.csv,0.57,0.54,0.0,0.84,0.18,0.49,0.62,0.05,0.18,0.45,0.66,0.58
tzod.csv,0.3,0.61,0.62,0.91,0.59,0.15,0.55,0.56,0.52,0.0,0.57,0.19
yaprm.csv,0.39,0.42,0.0,0.69,0.2,0.33,0.68,0.43,0.07,0.0,0.42,0.3
