,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.55,0.29,0.24,0.7,0.69,0.89,0.61,0.86,0.59,1.0,0.49,0.75
miranda-icq.csv,0.46,0.29,0.97,0.88,0.23,0.57,0.37,0.05,0.29,1.0,0.44,0.19
pclasses.csv,0.23,0.46,0.0,0.1,0.09,0.04,0.05,0.0,0.0,0.0,0.31,0.75
pfaedit.csv,0.11,0.33,0.0,0.36,0.23,0.02,0.58,0.06,0.02,0.0,0.41,0.19
rockbox.csv,0.27,0.65,0.0,0.4,0.43,0.28,0.5,0.27,0.4,0.0,0.38,0.28
theresa.csv,0.29,0.29,0.07,0.24,0.34,0.02,0.24,0.61,0.37,0.0,0.22,0.06
thrust.csv,0.05,0.21,0.48,0.02,0.4,0.34,0.24,0.24,0.37,0.0,0.24,0.38
tktoolkit.csv,0.38,0.77,0.17,0.12,0.69,0.79,0.5,0.15,0.82,1.0,0.52,0.84
trinitycore.csv,0.3,0.33,0.0,0.48,0.11,0.43,0.66,0.04,0.05,0.0,0.37,0.12
tzod.csv,0.41,0.29,0.21,0.32,0.31,0.11,0.39,0.72,0.37,1.0,0.31,0.06
yaprm.csv,0.39,0.17,0.0,0.22,0.06,0.34,0.34,0.23,0.01,1.0,0.25,0.16
