,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.14,0.39,0.83,0.05,0.52,0.29,0.39,0.11,0.29,0.99,0.27,0.38
miranda-icq.csv,0.16,0.5,0.59,0.06,0.56,0.21,0.56,0.22,0.41,0.99,0.31,0.57
pclasses.csv,0.46,0.29,0.0,0.0,0.4,0.0,0.0,1.0,0.0,1.0,0.31,0.37
pfaedit.csv,0.14,0.5,0.0,0.1,0.84,0.5,0.57,0.4,0.0,1.0,0.32,0.5
rockbox.csv,0.21,0.43,1.0,0.13,0.72,0.28,0.58,0.25,0.28,1.0,0.32,0.61
theresa.csv,0.11,0.55,0.8,0.2,0.76,0.0,0.62,0.15,0.26,1.0,0.38,0.75
thrust.csv,0.0,0.33,0.53,0.0,0.59,0.38,0.4,0.1,0.19,1.0,0.23,0.29
tktoolkit.csv,0.12,0.24,0.55,0.0,0.66,0.27,0.47,0.32,0.25,0.99,0.19,0.4
trinitycore.csv,0.26,0.47,0.0,0.11,0.67,0.29,0.54,0.14,0.5,1.0,0.37,0.71
tzod.csv,0.12,0.53,0.8,0.16,0.74,0.29,0.57,0.13,0.32,0.99,0.37,0.6
yaprm.csv,0.15,0.56,0.0,0.15,0.82,0.24,0.66,0.2,0.6,0.99,0.33,0.5
