,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.65,0.74,0.6,0.94,0.4,0.81
kmess.csv,0.8,0.59,0.93,0.88,0.96,0.52
minig.csv,0.98,0.79,0.38,0.99,0.93,0.95
ossbuild.csv,0.86,0.46,0.65,0.34,0.76,0.64
rezilla.csv,0.54,0.83,0.83,0.85,1.0,0.78
webdriver.csv,0.85,0.38,0.74,0.97,0.63,0.58
