,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.83,0.5,0.6,0.33,0.2,0.28,0.0,0.3,0.82,0.17,0.24
gbif-providertoolkit.csv,0.52,0.06,0.31,0.33,0.33,0.12,0.71,0.31,0.77,0.23,0.21
geochat.csv,0.42,0.0,0.3,0.18,0.08,0.19,0.66,0.14,0.83,0.22,0.42
heekscad.csv,0.82,0.14,0.67,0.38,0.22,0.24,0.84,0.5,0.85,0.35,0.25
igarden.csv,0.81,0.2,0.66,0.47,0.3,0.2,0.88,0.43,0.91,0.31,0.22
jstock.csv,0.84,0.14,0.61,0.45,0.32,0.26,0.89,0.57,0.9,0.34,0.29
levent.csv,0.79,0.5,0.0,0.0,0.19,0.19,0.83,0.46,0.0,0.0,0.0
piccolo2d.csv,0.82,0.0,0.94,1.0,0.32,0.31,0.88,0.33,0.91,0.38,0.26
pnotepad.csv,0.85,0.18,0.5,0.31,0.17,0.16,0.76,0.29,1.0,0.34,0.24
trinitycore.csv,0.8,0.17,0.55,0.37,0.15,0.18,0.8,0.22,0.89,0.34,0.25
xcsoar.csv,0.85,0.2,0.69,0.35,0.27,0.18,0.71,0.36,1.0,0.35,0.29
