,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.86,0.49,0.47,0.53,0.53
dynalloy.csv,0.33,0.64,0.94,0.69,0.72
findbugs.csv,0.68,0.44,0.6,0.45,0.67
runuomondains.csv,0.73,0.5,0.72,0.31,0.56
xbplayer.csv,0.72,0.42,0.61,0.51,0.81
