,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.51,0.55,0.44,0.36,0.56
dynalloy.csv,0.71,0.48,0.1,0.23,0.49
findbugs.csv,0.48,0.58,0.37,0.33,0.43
runuomondains.csv,0.47,0.57,0.29,0.48,0.53
xbplayer.csv,0.39,0.6,0.35,0.3,0.36
