,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.85,0.69,0.62,0.5,0.61
dynalloy.csv,0.81,0.69,0.12,0.75,0.64
findbugs.csv,0.63,0.69,0.75,0.75,0.43
runuomondains.csv,0.65,0.79,0.62,0.75,0.57
xbplayer.csv,0.4,0.69,0.69,0.62,0.43
