,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.82,0.76,0.61,0.57,0.83,0.76,0.77,0.58,0.8,0.79,0.71,0.63,0.44,0.43,0.86,0.97,0.58
bwapi.csv,1.0,0.9,0.96,0.99,0.81,0.98,0.96,1.14,0.82,0.67,1.0,0.9,0.93,1.0,0.56,0.33,0.86
co-ode-owl-plugins.csv,0.71,0.51,0.46,0.73,0.45,0.59,0.77,0.3,0.77,0.9,0.94,0.69,0.85,0.77,0.63,0.91,0.77
firebreath.csv,0.64,0.77,0.62,0.6,0.53,0.48,0.86,0.88,0.78,0.55,0.96,0.48,0.77,0.45,0.7,0.92,0.65
frogatto.csv,0.42,0.74,0.72,0.58,0.61,0.56,0.63,1.02,0.51,0.48,0.97,0.52,0.72,0.99,0.45,0.98,0.47
gretl.csv,0.49,0.64,0.56,0.54,0.89,0.7,0.74,0.49,0.77,0.94,0.85,0.52,0.73,0.53,0.82,0.77,0.77
jasperreports.csv,0.79,0.84,0.96,0.9,0.83,0.76,1.0,1.19,1.02,0.81,0.92,0.73,0.71,0.12,0.88,0.87,1.11
konversation.csv,0.7,0.68,0.31,0.61,0.65,0.57,0.8,0.58,0.9,0.71,0.7,0.56,0.75,0.57,0.72,0.87,0.65
linuxsh.csv,0.71,0.37,0.92,0.81,0.73,0.84,1.0,0.3,0.82,0.91,1.0,0.86,0.91,1.0,0.69,0.88,1.03
moviesandbox.csv,0.82,0.58,0.46,0.58,0.47,0.66,0.91,0.48,0.49,0.73,0.94,0.84,0.86,0.58,0.63,0.88,0.7
ontomorphtab.csv,0.33,0.64,0.59,0.45,0.6,0.58,0.77,0.97,0.76,0.58,0.82,0.47,0.64,0.3,0.59,0.84,0.73
opengs.csv,0.8,0.7,0.34,0.41,0.54,0.74,0.9,0.89,0.38,0.65,1.0,0.58,0.68,0.68,0.62,0.7,0.52
scite-ru.csv,0.86,0.84,0.62,0.69,0.83,0.71,0.69,0.81,0.69,0.96,0.71,0.59,0.73,1.0,0.77,1.0,0.78
tokratan.csv,0.74,0.59,0.44,0.52,0.56,0.74,0.95,0.89,0.63,0.51,0.9,0.49,0.74,0.49,0.78,0.88,0.25
vrjuggler.csv,0.59,0.82,0.31,0.96,0.55,0.85,0.73,0.31,0.79,0.54,0.51,0.88,0.89,0.67,0.51,0.89,0.87
wxcode.csv,0.72,1.02,0.45,0.59,0.76,0.68,0.62,0.94,1.0,0.6,0.84,0.65,0.69,0.36,0.89,0.89,0.18
xuggle.csv,0.52,0.68,0.5,0.3,0.62,0.63,0.54,0.82,0.47,0.46,0.9,0.52,0.65,0.97,0.55,0.73,0.29
