,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.88,0.75,0.92,0.05,0.75,0.88,0.76
firebird.csv,0.68,0.05,0.7,0.55,0.59,0.63,0.54
kmatplot.csv,0.0,0.74,0.83,0.54,0.77,0.9,0.7
mscore.csv,0.68,0.62,0.46,0.43,0.02,0.53,0.7
openmalaria.csv,0.59,0.6,0.37,0.68,0.56,0.02,0.63
popeye-chess.csv,0.95,0.58,0.1,0.56,0.54,0.44,0.67
riff-evolve.csv,0.46,0.57,0.55,0.54,0.56,0.5,0.05
