,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.0,0.0,12.0,0.0,1.0,3.0,0.0
firebird.csv,22.0,0.0,8.0,16.0,4.0,1.0,0.0
kmatplot.csv,0.0,0.0,4.0,8.0,2.0,0.0,2.0
mscore.csv,0.0,0.0,2.0,32.0,0.0,0.0,2.0
openmalaria.csv,5.0,1.0,2.0,33.0,2.0,0.0,1.0
popeye-chess.csv,0.0,0.0,0.0,22.0,1.0,0.0,2.0
riff-evolve.csv,0.0,1.0,2.0,9.0,2.0,0.0,0.0
