,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.41,0.56,0.4,0.96,0.45,0.38,0.49
firebird.csv,0.59,0.97,0.59,0.6,0.5,0.48,0.58
kmatplot.csv,1.0,0.32,0.24,0.51,0.29,0.12,0.41
mscore.csv,0.56,0.48,0.71,0.67,0.98,0.58,0.6
openmalaria.csv,0.7,0.63,0.69,0.61,0.69,0.98,0.57
popeye-chess.csv,0.23,0.61,0.92,0.65,0.54,0.69,0.61
riff-evolve.csv,0.8,0.59,0.51,0.7,0.55,0.58,0.97
