,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.33,0.28,0.25,0.46,0.34,0.44,0.32,0.91,0.27
empserver.csv,0.49,0.22,0.27,0.59,0.99,0.65,0.59,0.45,0.65
enlightenment.csv,0.57,0.16,0.23,0.98,0.53,0.67,0.53,0.37,0.7
ildjit.csv,0.21,0.95,0.1,0.12,0.05,0.15,0.22,0.11,0.05
jfreereport.csv,0.6,0.32,0.95,0.58,0.54,0.49,0.5,0.25,0.75
lufa-lib.csv,0.51,0.22,0.27,0.49,0.47,0.63,0.99,0.3,0.6
pcsx2.csv,0.38,0.28,0.29,0.66,0.57,0.99,0.62,0.3,0.62
psycle.csv,0.97,0.22,0.25,0.7,0.6,0.76,0.52,0.34,0.73
wikipediardware.csv,0.72,0.35,0.24,0.72,0.55,0.71,0.55,0.44,0.99
