,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.21,0.28,0.35,0.35,0.25,0.31,0.24,0.88,0.16
empserver.csv,0.36,0.34,0.68,0.55,1.0,0.59,0.61,0.75,0.53
enlightenment.csv,0.47,0.21,0.71,0.97,0.47,0.58,0.66,0.55,0.63
ildjit.csv,0.12,0.97,0.1,0.06,0.03,0.08,0.14,0.1,0.03
jfreereport.csv,0.62,0.59,0.92,0.61,0.58,0.45,0.6,0.42,0.79
lufa-lib.csv,0.4,0.24,0.53,0.41,0.33,0.58,0.98,0.29,0.45
pcsx2.csv,0.25,0.66,0.48,0.68,0.64,0.98,0.92,0.42,0.55
psycle.csv,0.95,0.34,0.88,0.84,0.67,0.82,0.7,0.53,0.71
wikipediardware.csv,0.72,0.66,0.94,0.88,0.67,0.78,0.83,0.94,0.97
