,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.25,0.32,0.39,0.39,0.29,0.35,0.28,0.9,0.19
empserver.csv,0.4,0.36,0.63,0.55,0.99,0.59,0.62,0.7,0.56
enlightenment.csv,0.49,0.24,0.58,0.97,0.5,0.6,0.59,0.56,0.6
ildjit.csv,0.15,0.97,0.12,0.07,0.04,0.1,0.17,0.12,0.04
jfreereport.csv,0.37,0.53,0.93,0.52,0.52,0.39,0.55,0.43,0.41
lufa-lib.csv,0.43,0.28,0.55,0.44,0.38,0.56,0.98,0.33,0.5
pcsx2.csv,0.29,0.29,0.51,0.62,0.54,0.98,0.56,0.45,0.5
psycle.csv,0.96,0.36,0.55,0.51,0.59,0.67,0.51,0.54,0.59
wikipediardware.csv,0.63,0.57,0.37,0.52,0.4,0.53,0.4,0.72,0.98
