,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.82,0.71,0.78,0.7,0.71,0.72,0.82,0.9,0.83
empserver.csv,0.62,0.59,0.49,0.53,0.51,0.52,0.55,0.48,0.54
enlightenment.csv,0.65,0.55,0.53,0.55,0.57,0.51,0.54,0.52,0.58
ildjit.csv,0.97,0.87,0.99,0.97,0.67,0.94,0.97,0.98,0.75
jfreereport.csv,0.66,0.65,0.99,0.68,0.64,0.74,0.8,0.78,0.5
lufa-lib.csv,0.71,0.78,0.72,0.72,0.93,0.53,0.74,0.85,0.84
pcsx2.csv,0.83,0.44,0.6,0.54,0.51,0.48,0.57,0.66,0.6
psycle.csv,0.49,0.45,0.42,0.49,0.48,0.42,0.51,0.52,0.44
wikipediardware.csv,0.46,0.42,0.41,0.45,0.38,0.4,0.51,0.42,0.46
