,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.66,0.12,0.0,0.8,0.17,0.33,0.29,0.0
apolloplayer.csv,0.58,0.71,1.0,0.4,0.46,0.7,0.86,0.6
k3d.csv,0.37,0.17,0.0,0.87,0.13,0.83,0.0,0.4
kowari.csv,0.61,0.29,0.0,0.8,0.36,0.4,0.71,0.4
redshell.csv,0.18,0.33,0.0,0.67,0.8,0.77,0.43,0.4
rtb-team.csv,0.08,0.46,0.0,0.73,0.12,0.07,0.14,0.6
xreal.csv,0.08,0.17,0.0,0.33,0.23,0.37,0.29,1.0
