,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.57,0.29,0.56,0.7,0.57,0.55,0.06,0.68,0.75,0.53,0.53,0.49,0.0,0.36,0.06,0.7,0.43,0.0,0.28
beast-mcmc.csv,0.71,0.43,0.72,0.59,0.62,0.61,0.44,0.7,0.41,0.42,0.7,0.64,0.5,0.57,0.0,0.6,0.6,0.0,0.51
bigdata.csv,0.51,0.51,0.63,0.59,0.59,0.51,0.0,0.23,0.1,0.53,0.67,0.54,0.47,0.45,0.61,0.48,0.67,0.0,0.6
codesmith.csv,0.45,0.57,0.49,0.6,0.56,0.42,0.43,0.24,0.05,0.39,0.45,0.24,0.36,0.2,0.38,0.57,0.84,0.51,0.77
coot.csv,0.35,0.67,0.37,0.47,0.04,0.41,0.55,0.25,0.46,0.47,0.44,0.02,0.0,0.51,0.71,0.39,0.4,0.0,0.41
cuberok.csv,0.55,0.29,0.49,0.37,0.57,0.47,0.77,0.34,0.47,0.43,0.59,0.46,0.09,0.54,0.31,0.63,0.29,0.62,0.49
icescrum.csv,0.71,0.41,0.42,0.52,0.35,0.58,0.53,0.7,0.66,0.48,0.42,0.49,0.31,0.63,0.48,0.87,0.19,0.49,0.29
jbasic.csv,0.66,0.38,0.53,0.65,0.54,0.58,0.55,0.74,0.35,0.27,0.47,0.63,0.37,0.71,0.56,0.55,0.36,0.61,0.72
jrefactory.csv,0.38,0.66,0.44,0.29,0.13,0.34,0.49,0.39,0.48,0.13,0.21,0.36,0.46,0.61,0.59,0.49,0.31,0.52,0.21
jsecurity.csv,0.35,0.4,0.71,0.29,0.49,0.48,0.39,0.31,0.23,0.33,0.33,0.5,0.21,0.17,0.69,0.25,0.65,0.49,0.29
kolmafia.csv,0.6,0.54,0.65,0.51,0.49,0.6,0.75,0.58,0.33,0.42,0.58,0.73,0.48,0.68,0.65,0.13,0.3,0.63,0.09
libopenmetaverse.csv,0.0,0.13,0.0,0.3,0.58,0.0,0.43,0.0,0.64,0.0,0.0,0.58,0.31,0.0,0.13,0.13,0.54,0.66,0.09
mevenide.csv,0.24,0.28,0.18,0.15,0.13,0.21,0.27,0.25,0.28,0.11,0.21,0.07,0.11,0.79,0.1,0.37,0.06,0.17,0.29
mobicents.csv,0.77,0.5,0.51,0.6,0.22,0.67,0.57,0.67,0.64,0.61,0.62,0.6,0.33,0.55,0.38,0.47,0.26,0.38,0.38
opendvr.csv,0.66,0.34,0.49,0.57,0.0,0.63,0.4,0.59,0.44,0.27,0.52,0.0,0.69,0.17,0.63,0.56,0.39,0.48,0.29
power-architect.csv,0.47,0.3,0.74,0.64,0.13,0.42,0.13,0.55,0.63,0.81,0.42,0.35,0.0,0.56,0.44,0.0,0.0,0.0,0.38
sidekar.csv,0.0,0.0,0.0,0.82,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
ta3d.csv,0.31,0.35,0.1,0.19,0.13,0.27,0.62,0.43,0.56,0.34,0.26,0.65,0.0,0.25,0.06,0.37,0.06,0.64,0.27
thedata.csv,0.53,0.57,0.49,0.58,0.42,0.49,0.5,0.38,0.67,0.4,0.53,0.2,0.46,0.45,0.63,0.52,0.38,0.39,0.98
