,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.5,0.7,0.76,0.38,0.25,0.36,0.72,0.62,0.33
gdis.csv,0.77,0.78,0.54,0.38,0.72,0.45,0.28,0.38,0.77
kml.csv,0.65,0.98,0.92,0.54,0.75,0.64,0.87,1.0,0.67
ppcboot.csv,1.0,0.98,0.99,0.58,0.97,1.0,0.96,1.0,0.96
repositorium.csv,0.04,0.02,0.02,0.03,0.08,0.91,0.06,0.25,0.14
rsyslog.csv,0.85,0.85,0.76,0.51,0.42,1.0,0.49,0.38,0.65
ultimairis.csv,0.92,1.0,0.87,0.95,0.97,0.18,0.7,0.88,0.93
wow-qrsk.csv,0.08,0.5,0.84,0.3,0.31,0.0,0.02,0.12,0.18
xbg.csv,0.27,0.05,0.06,0.62,0.17,0.09,0.45,1.0,0.07
