,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.57,0.54,0.45,0.49,0.38,0.26,0.46,0.24,0.49
gdis.csv,0.63,0.45,0.52,0.49,0.65,0.2,0.33,0.22,0.87
kml.csv,0.67,0.43,0.36,0.6,0.77,0.16,0.47,0.24,0.78
ppcboot.csv,0.71,0.49,0.33,0.64,0.65,0.21,0.53,0.28,0.88
repositorium.csv,0.07,0.04,0.02,0.06,0.14,0.44,0.09,0.13,0.24
rsyslog.csv,0.81,0.44,0.43,0.51,0.51,0.23,0.43,0.26,0.76
ultimairis.csv,0.74,0.46,0.4,0.69,0.65,0.29,0.67,0.26,0.88
wow-qrsk.csv,0.14,0.43,0.58,0.4,0.46,0.0,0.04,0.18,0.29
xbg.csv,0.37,0.08,0.09,0.6,0.22,0.14,0.49,0.5,0.13
