,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.58,0.76,0.66,0.68,0.78,0.77,0.77,0.89,0.94,0.32
geotools.csv,0.79,0.8,0.5,0.66,0.71,0.57,0.48,0.78,0.84,0.58
gephex.csv,0.77,0.87,0.65,0.88,0.8,0.69,0.66,0.48,0.83,0.89
haggle.csv,1.0,0.62,0.72,1.0,1.0,0.68,0.81,1.0,0.97,0.91
java-gnome.csv,0.78,0.73,0.58,0.32,0.75,0.53,0.68,0.67,0.81,0.77
jgnash.csv,0.78,0.61,0.4,0.47,0.67,0.47,0.58,0.72,0.83,0.87
jrdf.csv,0.93,0.84,0.84,0.7,0.6,0.32,0.67,0.87,0.62,0.93
mpqc.csv,0.43,0.76,0.93,0.89,0.73,0.95,0.86,0.86,0.71,0.76
panda3d.csv,0.76,0.7,0.68,0.91,0.61,0.88,0.68,0.69,0.88,0.85
tencompetence.csv,0.64,0.84,0.65,0.6,0.73,0.93,0.85,0.91,0.35,1.02
