,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.78,0.63,0.78,0.9,0.55,0.95,1.0,0.8,0.89,0.68,0.94,0.94
fityk.csv,0.97,0.84,1.0,1.0,1.0,0.92,0.89,1.0,0.51,0.68,0.75,1.0
hatari.csv,0.45,0.9,0.98,1.0,0.86,0.87,1.0,1.0,0.75,0.95,0.78,1.0
lmms.csv,0.89,1.0,0.6,0.49,0.97,0.88,0.97,0.96,1.0,0.9,0.9,0.55
mecat.csv,1.0,1.0,1.0,1.0,1.0,0.96,0.95,1.0,1.0,0.33,0.97,1.0
nullc.csv,0.92,0.46,0.65,0.73,0.83,0.95,0.95,1.0,1.0,0.8,1.09,0.89
oscarmcmaster.csv,1.0,1.0,0.59,0.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
superwaba.csv,0.59,0.49,0.44,0.64,0.69,0.91,0.82,1.0,0.91,0.95,1.0,0.94
tycho.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17,1.0,1.0,1.0,1.0
vienna-add-in.csv,0.43,0.45,1.0,1.0,0.62,0.24,1.0,1.0,0.77,0.95,1.0,1.0
voms.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.56,0.79,1.0,1.0,1.0,1.0
wsmt.csv,0.95,1.0,0.95,0.94,0.7,0.92,0.68,0.69,0.87,1.01,0.2,1.0
