,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.34,0.56,0.34,0.19,0.57,0.14,0.0,0.32,0.2,0.17,0.11,0.11
fityk.csv,0.62,0.49,0.52,0.79,0.42,0.34,0.14,0.0,0.84,0.13,0.43,0.35
hatari.csv,0.65,0.4,0.04,0.0,0.36,0.73,0.21,0.7,0.75,0.1,0.68,0.0
lmms.csv,0.61,0.89,0.57,0.85,0.41,0.7,0.22,0.71,0.8,0.07,0.71,0.39
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.09,0.22,0.71,0.0,0.8,0.06,0.0
nullc.csv,0.53,0.93,0.43,0.42,0.32,0.79,0.12,0.71,0.79,0.11,0.24,0.17
oscarmcmaster.csv,0.62,0.9,0.51,0.73,0.42,0.8,0.21,0.71,0.8,0.09,0.7,0.0
superwaba.csv,0.6,0.85,0.64,0.53,0.43,0.66,0.25,0.71,0.8,0.1,0.7,0.11
tycho.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0
vienna-add-in.csv,0.68,0.75,0.0,0.0,0.4,0.9,0.21,0.71,0.71,0.1,0.12,0.0
voms.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.72,0.0,0.0,0.0,0.0
wsmt.csv,0.37,0.65,0.49,0.75,0.33,0.49,0.3,0.49,0.4,0.0,0.87,0.35
