,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.44,0.91,0.79,0.93,0.77,0.41,0.0,0.78,0.71,0.11,0.67,0.3
fityk.csv,0.45,0.75,0.35,0.65,0.27,0.49,0.2,0.0,0.78,0.07,0.52,0.21
hatari.csv,0.74,0.7,0.5,0.0,0.24,0.66,0.12,0.55,0.69,0.05,0.57,0.0
lmms.csv,0.46,0.82,0.44,0.78,0.26,0.65,0.12,0.56,0.67,0.04,0.56,0.29
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.5,0.12,0.56,0.0,1.0,1.0,0.0
nullc.csv,0.41,0.91,0.47,0.79,0.22,0.67,0.07,0.56,0.66,0.06,0.26,0.45
oscarmcmaster.csv,0.45,0.82,0.43,0.72,0.27,0.67,0.12,0.56,0.67,0.05,0.54,0.0
superwaba.csv,0.53,0.89,0.72,0.77,0.3,0.62,0.14,0.56,0.68,0.05,0.54,0.33
tycho.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0
vienna-add-in.csv,0.64,0.91,0.0,0.0,0.32,0.89,0.12,0.56,0.67,0.05,0.2,0.0
voms.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.59,0.0,0.0,0.0,0.0
wsmt.csv,0.32,0.74,0.34,0.64,0.28,0.55,0.27,0.58,0.54,0.0,0.86,0.21
