,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.72,0.64,0.93,0.93,0.92,0.94,0.0,0.89,0.86,0.89,0.67,0.9
fityk.csv,0.42,0.67,0.42,0.4,0.41,0.71,0.8,0.0,0.37,0.36,0.64,0.35
hatari.csv,0.65,0.7,0.5,0.0,0.47,0.39,0.52,0.4,0.44,0.33,0.4,0.0
lmms.csv,0.42,0.45,0.45,0.42,0.41,0.38,0.52,0.41,0.35,0.35,0.34,0.5
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.88,0.53,0.4,0.0,0.5,0.0,0.0
nullc.csv,0.5,0.47,0.58,0.71,0.52,0.42,0.64,0.4,0.35,0.35,0.39,0.91
oscarmcmaster.csv,0.42,0.44,0.43,0.37,0.41,0.4,0.52,0.4,0.35,0.33,0.32,0.0
superwaba.csv,0.39,0.43,0.53,0.47,0.4,0.33,0.51,0.4,0.33,0.32,0.32,0.89
tycho.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0
vienna-add-in.csv,0.42,0.46,0.0,0.0,0.47,0.53,0.52,0.4,0.35,0.33,0.73,0.0
voms.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.46,0.0,0.0,0.0,0.0
wsmt.csv,0.63,0.69,0.45,0.44,0.94,0.51,0.91,0.73,0.81,0.86,0.58,0.35
