,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.28,0.18,0.03,0.01,0.05,0.24,0.0,0.07,0.09,0.13,0.03,0.04
fityk.csv,0.97,0.55,1.0,1.0,1.0,0.56,0.06,0.0,0.5,0.68,0.4,1.0
hatari.csv,0.17,0.55,0.01,0.0,0.82,0.85,1.0,1.0,0.73,0.95,0.77,0.0
lmms.csv,0.89,1.0,0.58,0.48,0.97,0.85,0.97,0.96,1.0,0.83,0.9,0.4
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.1,0.95,1.0,0.0,0.0,0.0,0.0
nullc.csv,0.89,0.45,0.25,0.14,0.69,0.95,0.77,1.0,1.0,0.8,0.77,0.03
oscarmcmaster.csv,1.0,1.0,0.45,0.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
superwaba.csv,0.5,0.45,0.12,0.22,0.66,0.85,0.82,1.0,0.91,0.95,1.0,0.03
tycho.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0
vienna-add-in.csv,0.33,0.27,0.0,0.0,0.43,0.22,1.0,1.0,0.73,0.95,0.4,0.0
voms.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.79,0.0,0.0,0.0,0.0
wsmt.csv,0.78,0.91,0.95,0.93,0.38,0.73,0.12,0.39,0.55,0.12,0.17,1.0
