,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.28,0.4,0.22,0.1,0.45,0.08,0.0,0.2,0.11,0.33,0.06,0.06
fityk.csv,1.0,0.36,1.0,1.0,1.0,0.27,0.11,0.0,0.91,1.0,0.37,1.0
hatari.csv,0.59,0.28,0.02,0.0,0.73,0.82,1.0,0.97,0.82,1.0,0.86,0.0
lmms.csv,0.93,0.98,0.82,0.93,0.95,0.77,1.0,0.97,1.0,0.67,0.97,0.62
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,0.0,0.67,0.03,0.0
nullc.csv,0.76,0.96,0.4,0.28,0.55,0.96,0.44,1.0,0.98,1.0,0.23,0.11
oscarmcmaster.csv,1.0,1.0,0.62,0.74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
superwaba.csv,0.69,0.82,0.58,0.4,0.77,0.7,1.0,1.0,0.98,1.0,1.0,0.06
tycho.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0
vienna-add-in.csv,0.72,0.64,0.0,0.0,0.55,0.92,1.0,1.0,0.75,1.0,0.09,0.0
voms.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.91,0.0,0.0,0.0,0.0
wsmt.csv,0.45,0.58,0.9,0.91,0.41,0.45,0.33,0.43,0.32,0.0,0.89,1.0
