,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.53,0.27,0.29,0.07,0.06,0.38,0.61,1.0
jicarilla.csv,0.25,0.3,1.0,0.0,0.0,0.0,0.0,0.67
optalgtoolkit.csv,0.52,0.21,0.47,0.06,0.06,1.0,0.53,0.68
ossim.csv,0.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0
projectts.csv,0.55,0.28,0.33,0.1,0.06,0.35,1.0,0.71
sabbu.csv,1.0,0.21,0.33,0.09,0.1,0.31,0.61,0.71
vxl.csv,0.34,1.0,0.6,0.04,0.11,0.5,0.62,0.76
zact.csv,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.67
