,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,41.0,7.0,0.0,7.0,0.0,0.0,0.0
encog-java.csv,0.0,5.0,0.0,1.0,0.0,0.0,1.0
h2database.csv,20.0,0.0,0.0,1.0,0.0,4.0,0.0
haphazard.csv,7.0,2.0,0.0,6.0,0.0,0.0,0.0
jaql.csv,14.0,11.0,0.0,0.0,0.0,4.0,0.0
raven-monitoring.csv,7.0,25.0,0.0,2.0,0.0,2.0,0.0
v8.csv,22.0,16.0,0.0,13.0,0.0,0.0,0.0
