,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.73,0.56,0.66,0.61,0.74,0.55,0.61,0.76,0.59,0.7,0.59,0.66,0.53,0.76,0.66
amateur-scrolls.csv,0.55,0.0,0.53,0.67,0.31,0.28,0.39,0.63,0.4,0.17,0.3,0.0,0.52,0.7,0.35
biopax.csv,0.13,0.61,0.0,0.46,0.65,0.0,0.4,0.49,0.17,0.0,0.09,0.24,0.83,0.47,0.0
crux-framework.csv,0.21,0.41,0.21,0.18,0.11,0.31,0.32,0.33,0.0,0.46,0.53,0.13,0.09,0.31,0.98
exl.csv,0.66,0.55,0.58,0.57,0.39,0.33,0.36,0.67,0.28,0.31,0.51,0.46,0.43,0.79,0.52
ikvm.csv,0.39,0.85,0.35,0.4,0.43,0.41,0.46,0.32,0.52,0.23,0.39,0.34,0.3,0.17,0.35
irrlicht.csv,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
les-indemodables.csv,0.65,0.47,0.61,0.56,0.68,0.6,0.6,0.58,0.58,0.3,0.56,0.7,0.46,0.6,0.57
lportal.csv,0.06,0.21,0.15,0.0,0.24,0.05,0.0,0.16,0.15,0.75,0.11,0.57,0.1,0.39,0.38
ns-3-dev-def-routing.csv,0.64,0.47,0.63,0.4,0.72,0.6,0.6,0.84,0.57,0.66,0.65,0.55,0.66,0.72,0.6
qpe.csv,0.72,0.37,0.5,0.34,0.57,0.6,0.44,0.69,0.55,0.69,0.54,0.34,0.29,0.44,0.63
sigil.csv,0.74,0.39,0.75,0.61,0.72,0.57,0.61,0.84,0.42,0.7,0.62,0.67,0.51,0.72,0.38
ultimairis.csv,0.6,0.63,0.0,0.58,0.6,0.63,0.68,0.68,0.33,0.05,0.66,0.64,0.7,0.81,0.67
unflobtactical.csv,0.73,0.69,0.6,0.75,0.71,0.57,0.58,0.85,0.38,0.51,0.6,0.3,0.73,0.67,0.3
xbg.csv,0.21,0.21,0.06,0.0,0.4,0.43,0.32,0.18,0.75,0.09,0.02,0.25,0.16,0.12,0.0
