,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.8,0.0,0.89,0.0,0.86,0.75,0.88,0.98,0.8,0.83,0.86,0.94,0.92,0.48,0.92,0.0,0.92
codeblocks.csv,0.38,0.44,0.42,0.42,0.49,0.41,0.36,0.49,0.49,0.35,0.41,0.46,0.47,0.0,0.47,0.44,0.51
grisbi.csv,0.37,0.43,0.36,0.31,0.38,0.36,0.32,0.43,0.47,0.41,0.34,0.4,0.45,0.3,0.33,0.37,0.43
libmesh.csv,0.91,0.78,0.84,0.66,0.83,0.92,0.94,0.86,0.9,0.44,0.96,0.98,0.88,0.36,0.87,0.98,0.75
panda3d.csv,0.75,0.73,0.75,0.9,0.89,0.88,0.67,0.98,0.8,0.8,0.75,0.81,0.69,0.89,0.92,0.9,0.96
proftp.csv,0.88,0.78,0.48,0.61,0.6,0.45,0.59,0.86,0.59,0.86,0.94,0.54,0.91,0.42,0.67,0.84,0.97
red5.csv,0.4,0.44,0.41,0.46,0.53,0.42,0.62,0.47,0.54,0.36,0.36,0.5,0.43,0.87,0.37,0.61,0.62
skia.csv,0.56,0.66,0.42,0.44,0.74,0.79,0.61,0.72,0.85,0.92,0.69,0.68,0.76,0.48,0.65,0.53,0.66
soar.csv,0.43,0.45,0.51,0.53,0.54,0.49,0.41,0.58,0.63,0.37,0.4,0.58,0.53,0.52,0.43,0.59,0.55
super-tux.csv,0.46,0.41,0.61,0.34,0.44,0.4,0.35,0.45,0.49,0.36,0.34,0.45,0.44,0.0,0.36,0.45,0.42
t-2.csv,0.79,0.74,0.93,0.92,0.88,0.71,0.83,0.99,0.94,0.49,0.81,0.81,0.82,0.82,0.92,0.98,0.99
tart.csv,0.5,0.67,0.0,0.0,0.67,0.83,0.83,0.83,0.0,0.5,0.75,0.5,0.89,0.81,0.75,0.5,0.96
tcvp.csv,0.83,0.94,0.91,0.91,0.5,0.0,0.0,0.93,0.8,0.86,0.5,0.75,0.83,0.68,0.5,0.91,0.97
tencompetence.csv,0.88,0.89,0.7,0.51,0.95,0.67,0.83,0.82,0.61,0.0,0.83,0.89,0.74,0.5,0.92,0.89,0.63
utgb.csv,0.91,0.64,0.54,0.62,0.69,0.59,0.76,0.88,0.75,0.56,0.52,0.58,0.55,0.46,0.52,0.57,0.8
xbrlapi.csv,0.52,0.85,0.67,0.53,0.82,0.77,0.5,0.85,0.61,0.88,0.87,0.78,0.95,0.57,0.74,0.73,0.86
zemljanka.csv,0.41,0.43,0.36,0.3,0.43,0.41,0.33,0.46,0.48,0.39,0.39,0.45,0.47,0.33,0.38,0.45,0.46
