,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.91,1.0,0.8,1.0,0.0,0.67,0.88,0.93,0.93,1.0,0.8,0.9,0.88,0.86,0.89,1.0,0.97
codeblocks.csv,0.55,0.05,0.8,0.61,0.63,0.95,0.79,0.51,0.93,0.88,0.69,0.89,0.81,0.97,0.82,0.71,0.81
grisbi.csv,0.81,0.64,0.76,0.93,0.65,0.81,0.0,0.8,0.86,0.85,0.8,0.65,0.4,0.84,0.69,0.61,0.82
libmesh.csv,0.8,0.85,0.7,0.73,0.7,0.97,1.08,0.7,0.17,0.84,0.84,0.75,0.96,1.0,0.87,1.06,0.72
panda3d.csv,0.98,0.78,0.95,0.84,0.81,0.8,0.95,0.93,0.93,0.89,0.89,0.04,1.08,0.85,0.8,0.95,0.9
proftp.csv,0.78,0.78,0.63,0.82,0.62,0.03,0.67,0.9,0.81,0.78,0.62,0.68,0.77,0.73,0.79,0.89,0.94
red5.csv,0.82,0.89,0.66,0.05,0.71,0.7,0.88,0.62,0.88,1.0,0.92,0.76,0.63,0.75,0.79,0.93,0.74
skia.csv,0.73,0.71,0.73,0.68,0.7,0.79,0.67,0.53,0.74,0.79,0.52,0.8,0.82,0.61,0.13,0.44,0.48
soar.csv,0.79,0.86,0.66,0.6,0.81,0.86,1.01,0.71,0.65,0.82,0.82,0.87,0.66,0.0,0.81,0.95,0.77
super-tux.csv,0.7,1.0,0.75,0.81,0.99,1.0,1.0,0.71,1.0,1.0,0.99,1.0,0.0,1.0,1.0,1.0,0.79
t-2.csv,0.69,0.84,0.77,0.8,0.75,0.79,0.98,0.06,0.71,0.62,1.06,0.78,0.83,0.87,0.9,0.93,0.76
tart.csv,1.0,0.98,1.0,1.0,0.95,0.94,0.91,0.99,0.96,1.0,0.2,1.0,0.94,0.72,1.0,1.0,0.88
tcvp.csv,0.88,0.89,0.78,0.91,0.95,1.0,0.98,0.97,0.97,0.22,1.0,0.94,0.94,0.63,0.91,0.96,0.86
tencompetence.csv,0.74,0.95,0.81,0.86,0.94,1.0,0.93,1.0,0.75,1.0,0.84,0.9,0.65,0.68,0.89,0.97,0.05
utgb.csv,0.92,0.72,0.0,0.69,0.71,0.66,0.7,0.9,0.91,0.62,0.52,0.71,0.7,0.68,0.51,0.72,0.69
xbrlapi.csv,0.03,0.77,0.65,0.79,0.77,0.75,0.54,0.73,0.79,0.84,0.84,0.78,0.89,0.69,0.6,0.65,0.71
zemljanka.csv,0.92,0.65,0.94,0.87,0.79,0.97,0.65,0.86,0.96,0.87,0.64,0.9,0.56,0.89,0.87,0.0,0.93
