,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.38,0.15,0.78,0.83
neoengine.csv,0.6,0.16,0.72,0.76
omseek.csv,0.78,0.29,0.86,1.0
pcsx2.csv,0.65,0.2,0.82,0.83
