,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.97,0.6,0.32,0.46
neoengine.csv,0.26,0.57,0.71,0.58
omseek.csv,0.03,0.21,0.09,0.0
pcsx2.csv,0.2,0.36,0.32,0.15
