,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.49,0.58,0.51,0.56,0.67,0.77,0.63
encog-java.csv,0.98,0.94,0.57,0.93,0.0,0.66,0.8
galaxium.csv,0.64,0.64,0.63,0.67,0.9,0.45,0.63
h2database.csv,0.97,0.98,0.56,0.71,0.72,0.76,0.65
haphazard.csv,0.97,0.95,0.91,0.97,0.85,0.92,0.93
jaql.csv,0.5,0.5,0.48,0.57,0.58,0.4,0.46
raven-monitoring.csv,0.49,0.69,0.66,0.59,0.84,0.59,0.52
