,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.59,0.57,0.51,0.59,0.92,0.31,0.46
encog-java.csv,0.89,0.08,0.6,0.07,0.0,0.54,0.03
galaxium.csv,0.55,0.47,0.34,0.35,0.07,0.31,1.0
h2database.csv,0.07,0.91,0.63,0.39,0.3,0.38,0.37
haphazard.csv,0.09,0.11,0.23,0.12,0.23,0.92,0.06
jaql.csv,0.64,0.64,0.74,0.96,0.9,0.31,0.77
raven-monitoring.csv,0.68,0.34,0.91,0.43,0.17,0.69,0.54
