,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.44,0.39,0.33,0.29,0.04,0.35,0.38
encog-java.csv,0.01,0.04,0.58,0.05,0.0,0.48,0.05
galaxium.csv,0.21,0.22,0.29,0.13,0.03,0.48,0.0
h2database.csv,0.11,0.0,0.54,0.32,0.53,0.23,0.56
haphazard.csv,0.09,0.04,0.06,0.16,0.17,0.0,0.15
jaql.csv,0.36,0.37,0.58,0.01,0.96,0.5,0.66
raven-monitoring.csv,0.55,0.38,0.0,0.34,0.25,0.48,0.69
