,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,4.0,9.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0
crux-framework.csv,105.0,155.0,411.0,70.0,82.0,116.0,99.0,135.0,168.0,95.0,153.0,342.0,0.0,57.0
etherboot.csv,4.0,35.0,27.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,111.0,0.0
freebios.csv,0.0,4.0,48.0,2.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,18.0,3.0
gebr.csv,7.0,9.0,0.0,0.0,6.0,4.0,3.0,0.0,1.0,4.0,0.0,2.0,42.0,5.0
gnukeda.csv,4.0,29.0,7.0,0.0,5.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,49.0,1.0
google-gears.csv,0.0,22.0,118.0,1.0,0.0,4.0,15.0,0.0,2.0,1.0,0.0,0.0,26.0,0.0
gstreamer.csv,3.0,9.0,3.0,0.0,1.0,3.0,1.0,2.0,13.0,10.0,0.0,0.0,47.0,2.0
jnode.csv,8.0,43.0,0.0,1.0,0.0,116.0,0.0,0.0,2.0,0.0,0.0,0.0,111.0,1.0
metacosm.csv,0.0,6.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,0.0
openmeetings.csv,4.0,0.0,59.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0
pgui.csv,7.0,14.0,16.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,21.0,1.0
tradelink.csv,0.0,12.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,37.0,5.0
wxcrp.csv,0.0,37.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,1.0
