,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.39,0.48,0.13,0.47,0.4,0.94,0.32,0.69,0.26,0.31,0.47,0.5,0.1,0.57
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
etherboot.csv,0.4,0.11,0.06,0.38,0.98,0.38,0.3,0.25,0.3,0.29,0.53,0.34,0.0,0.24
freebios.csv,0.2,0.07,0.04,0.33,0.29,0.27,0.96,0.44,0.24,0.26,0.39,0.34,0.06,0.24
gebr.csv,0.38,0.28,0.07,0.67,0.42,0.5,0.44,0.94,0.49,0.32,0.77,0.72,0.07,0.65
gnukeda.csv,0.48,0.24,0.1,0.99,0.4,0.56,0.4,0.71,0.47,0.36,0.68,0.63,0.06,0.62
google-gears.csv,0.47,0.33,0.09,0.55,0.4,0.45,0.25,0.69,0.46,0.29,0.99,0.65,0.1,0.44
gstreamer.csv,0.42,0.45,0.12,0.49,0.34,0.51,0.41,0.58,0.46,0.24,0.57,0.98,0.04,0.59
jnode.csv,0.1,0.09,0.97,0.22,0.2,0.0,0.57,0.46,0.09,0.19,0.24,0.16,0.0,0.14
metacosm.csv,0.39,0.29,0.05,0.4,0.22,0.4,0.37,0.4,0.26,0.24,0.44,0.37,0.06,0.96
openmeetings.csv,0.47,0.98,0.09,0.44,0.31,0.58,0.34,0.48,0.52,0.37,0.44,0.5,0.11,0.68
pgui.csv,0.37,0.36,0.08,0.33,0.22,0.47,0.31,0.38,1.0,0.3,0.36,0.32,0.07,0.58
tradelink.csv,0.39,0.25,0.05,0.58,0.36,0.49,0.18,0.3,0.44,0.91,0.42,0.56,0.05,0.4
wxcrp.csv,0.98,0.3,0.1,0.29,0.31,0.53,0.19,0.35,0.49,0.26,0.18,0.52,0.05,0.57
