,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.46,0.7,0.72,0.4,0.41,0.91,0.26,0.53,0.27,0.49,0.37,0.43,0.67,0.52
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0
etherboot.csv,0.54,0.21,0.14,0.27,0.96,0.48,0.26,0.18,0.3,0.36,0.43,0.27,0.0,0.22
freebios.csv,0.26,0.06,0.14,0.31,0.36,0.26,0.93,0.34,0.22,0.4,0.3,0.29,0.37,0.18
gebr.csv,0.47,0.64,0.53,0.65,0.61,0.38,0.42,0.91,0.67,0.45,0.64,0.65,0.66,0.42
gnukeda.csv,0.65,0.58,0.71,0.98,0.54,0.67,0.4,0.62,0.65,0.61,0.57,0.59,0.6,0.6
google-gears.csv,0.63,0.69,0.52,0.52,0.52,0.36,0.25,0.61,0.49,0.48,0.98,0.62,0.83,0.44
gstreamer.csv,0.54,0.73,0.77,0.42,0.44,0.66,0.4,0.48,0.57,0.43,0.48,0.97,0.36,0.62
jnode.csv,0.07,0.27,0.95,0.18,0.21,0.0,0.54,0.37,0.11,0.19,0.18,0.12,0.0,0.13
metacosm.csv,0.43,0.27,0.14,0.32,0.21,0.49,0.31,0.3,0.27,0.4,0.34,0.28,0.37,0.94
openmeetings.csv,0.49,0.96,0.52,0.36,0.36,0.66,0.31,0.37,0.53,0.46,0.34,0.41,0.68,0.7
pgui.csv,0.39,0.49,0.23,0.27,0.27,0.5,0.24,0.28,1.0,0.41,0.28,0.26,0.37,0.52
tradelink.csv,0.39,0.27,0.07,0.55,0.47,0.4,0.12,0.22,0.58,0.87,0.33,0.49,0.37,0.34
wxcrp.csv,0.98,0.66,0.66,0.21,0.36,0.61,0.12,0.25,0.63,0.3,0.12,0.43,0.5,0.54
