,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.36,0.37,0.07,0.7,0.44,1.0,0.55,0.71,0.3,0.22,0.9,0.73,0.05,0.68
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
etherboot.csv,0.32,0.08,0.04,1.0,1.0,0.32,0.46,0.65,0.36,0.27,0.81,0.62,0.0,0.36
freebios.csv,0.18,0.2,0.02,0.35,0.27,0.36,1.0,0.56,0.32,0.2,0.67,0.5,0.03,0.57
gebr.csv,0.26,0.17,0.04,0.64,0.3,0.34,0.39,0.98,0.34,0.2,0.8,0.64,0.04,0.49
gnukeda.csv,0.35,0.15,0.06,1.0,0.27,0.39,0.41,0.86,0.35,0.26,0.79,0.7,0.03,0.5
google-gears.csv,0.33,0.21,0.05,0.55,0.27,0.3,0.29,0.82,0.3,0.2,0.99,0.66,0.05,0.48
gstreamer.csv,0.36,0.33,0.07,0.68,0.29,0.39,0.46,0.86,0.39,0.17,0.84,0.99,0.02,0.53
jnode.csv,0.18,0.06,1.0,0.38,0.21,0.0,0.66,0.61,0.1,0.23,0.65,0.38,0.0,0.2
metacosm.csv,0.4,0.38,0.03,0.69,0.29,0.36,0.62,0.96,0.3,0.18,0.89,0.75,0.03,1.0
openmeetings.csv,0.5,1.0,0.05,0.8,0.3,0.52,0.48,0.97,0.55,0.33,0.92,0.81,0.06,0.66
pgui.csv,0.38,0.29,0.05,0.6,0.22,0.47,0.67,0.83,1.0,0.26,0.76,0.64,0.04,0.72
tradelink.csv,0.44,0.28,0.04,0.64,0.29,0.33,0.83,0.68,0.36,1.0,0.7,0.75,0.02,0.62
wxcrp.csv,1.0,0.19,0.05,0.78,0.3,0.48,1.0,0.91,0.4,0.26,0.92,0.82,0.02,0.47
