,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.56,0.59,0.48,0.8,0.72,0.7,0.8,0.63,0.86,0.5,0.78,0.6,0.47,0.47
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
etherboot.csv,0.6,0.73,0.98,0.89,0.86,0.87,0.96,0.96,0.97,0.91,0.75,0.97,0.89,0.86
freebios.csv,0.82,0.8,0.99,0.71,0.88,0.95,0.67,0.9,0.96,0.66,0.88,0.96,0.78,0.86
gebr.csv,0.44,0.35,0.41,0.5,0.48,0.48,0.43,0.44,0.43,0.33,0.45,0.39,0.38,0.4
gnukeda.csv,0.48,0.53,0.44,0.58,0.44,0.46,0.59,0.46,0.46,0.49,0.54,0.46,0.44,0.43
google-gears.csv,0.48,0.43,0.45,0.45,0.44,0.54,0.63,0.43,0.41,0.48,0.49,0.39,0.46,0.57
gstreamer.csv,0.49,0.53,0.45,0.55,0.48,0.32,0.54,0.46,0.54,0.49,0.49,0.45,0.43,0.41
jnode.csv,0.91,0.56,0.93,0.94,0.95,0.86,0.79,0.86,0.97,0.92,0.96,0.98,0.0,0.93
metacosm.csv,0.63,0.92,0.89,0.81,0.93,0.66,0.81,0.73,0.81,0.56,0.68,0.83,0.62,0.52
openmeetings.csv,0.61,0.95,0.6,0.8,0.7,0.5,0.7,0.66,0.71,0.71,0.76,0.64,0.58,0.45
pgui.csv,0.66,0.94,0.98,0.93,0.87,0.42,0.93,0.79,0.72,0.78,0.81,0.97,0.79,0.61
tradelink.csv,0.88,0.94,0.96,0.67,0.74,0.53,0.83,0.93,0.61,0.94,0.9,0.61,0.85,0.77
wxcrp.csv,0.63,0.64,0.52,0.78,0.52,0.33,0.8,0.65,0.39,0.89,0.92,0.57,0.52,0.53
