,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.52,0.02,0.68,0.59,0.56,0.63,1.09,1.02,0.86,0.76,0.62,0.71,1.03,0.75,0.63,0.61,0.68
avisynth2.csv,0.98,1.0,1.0,0.98,0.96,1.0,0.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0
bigdata.csv,0.77,0.78,0.69,0.71,0.62,0.81,1.0,0.92,0.51,0.78,0.77,0.08,0.85,0.78,0.55,0.86,0.8
dsworkbench.csv,0.0,0.66,0.75,0.78,0.97,0.82,0.69,1.01,0.93,0.64,0.88,0.74,0.89,0.91,0.89,0.89,1.11
foursquared.csv,0.94,0.85,1.01,0.85,0.04,0.86,0.67,0.8,0.41,0.73,0.89,0.69,0.92,0.89,0.74,0.75,0.15
geotools.csv,0.84,0.84,0.95,0.78,0.62,0.71,1.0,0.5,0.41,0.05,0.83,0.74,0.88,0.89,0.94,0.79,1.02
gephex.csv,0.71,0.57,0.74,0.63,0.88,0.67,0.82,1.01,0.66,0.6,0.04,0.67,1.0,0.77,0.63,0.7,0.83
jgossipforum.csv,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
madman.csv,0.96,0.95,0.94,0.98,0.93,0.94,1.0,1.0,0.12,0.96,0.97,1.0,0.97,0.95,1.0,0.98,1.0
pokenetonline.csv,0.74,0.81,0.56,0.0,0.52,0.47,0.71,0.37,0.57,0.58,0.72,0.81,0.93,0.69,0.86,0.45,0.77
qmmp.csv,0.43,0.55,0.7,0.67,0.66,0.67,0.54,1.02,0.82,0.67,0.78,0.6,0.94,0.03,0.61,0.41,0.41
rcp-company-uibindings.csv,1.0,1.0,1.0,1.0,0.89,0.94,0.97,0.97,1.0,0.96,1.0,0.97,1.01,1.0,0.95,0.0,1.0
simplewebservices.csv,0.69,0.67,0.79,0.52,0.66,0.56,0.79,0.99,0.71,0.62,0.73,0.94,0.92,0.75,0.02,0.59,0.68
t-2.csv,0.88,0.8,0.9,0.86,0.87,0.08,1.02,0.89,0.82,0.83,0.77,0.79,0.49,0.8,0.86,0.78,0.47
wsmt.csv,0.78,0.87,0.93,0.78,0.88,0.91,0.73,0.83,1.01,0.8,0.92,0.85,0.04,0.88,0.88,0.9,1.0
yarp0.csv,0.71,0.85,0.0,0.51,0.81,0.82,0.75,0.64,0.86,0.72,0.62,0.72,0.99,0.76,0.76,0.64,1.11
