,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,scenemonitor.csv,avisynth2.csv,gephex.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv
adonthell.csv,0.95,0.5,0.53,0.94,0.86,1.0,0.78,0.76,0.46,0.93,0.89
avisynth2.csv,0.82,1.0,0.97,0.82,0.9,0.06,1.0,1.0,1.0,1.0,1.0
coot.csv,1.0,0.75,0.8,0.9,0.91,1.0,0.76,0.57,0.96,0.39,0.75
dsworkbench.csv,0.32,0.87,0.9,0.89,0.81,1.05,0.83,0.94,0.76,0.93,0.89
freelords.csv,0.81,0.84,0.52,0.5,0.73,0.92,0.98,0.6,0.89,0.78,0.85
gephex.csv,0.95,0.8,0.56,0.66,0.68,1.19,0.49,0.83,0.8,0.8,0.96
jas.csv,0.8,0.71,0.81,0.76,0.82,0.37,0.73,0.57,0.19,0.83,0.85
jpaul.csv,0.89,1.0,0.91,0.27,0.69,0.69,1.0,0.94,0.45,0.97,1.0
ngl.csv,0.88,0.85,0.66,0.68,0.73,0.39,0.92,0.49,0.66,0.52,0.83
scenemonitor.csv,0.75,0.68,0.66,0.56,0.34,1.0,0.69,0.68,0.88,0.93,0.97
synecdoche.csv,0.65,0.7,0.66,0.64,0.72,1.01,0.63,0.84,0.96,0.58,0.39
