,f1,g,recall,precision,pf,wins
botsnscouts.csv,0.405,0.6,0.665,0.28500000000000003,0.46499999999999997,7
bscwweasel.csv,0.22999999999999998,0.36,0.345,0.26,0.275,3
cme.csv,0.01,0.005,0.005,0.085,0.0,0
fido.csv,0.065,0.085,0.07,0.05,0.025,1
japano.csv,0.28,0.365,0.685,0.175,0.81,2
joustsim.csv,0.405,0.55,0.675,0.38999999999999996,0.615,5
log4net.csv,0.305,0.34,0.3,0.245,0.195,4
personalaccess.csv,0.36,0.565,0.7,0.30000000000000004,0.39,8
rcp-company-uibindings.csv,0.37,0.54,0.53,0.26,0.24,6
unbvision.csv,0.45,0.5449999999999999,0.635,0.385,0.295,9
