,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.47,0.35,0.44,0.44,0.41,0.35,0.41,0.35,0.4,0.38
bscwweasel.csv,0.63,0.91,0.54,0.9,0.73,0.44,0.71,0.67,0.43,0.5
cme.csv,0.83,0.5,0.5,0.0,0.0,0.86,0.0,0.0,0.83,0.83
fido.csv,0.72,0.94,0.0,0.0,0.0,0.77,0.8,0.94,0.0,0.0
japano.csv,0.54,0.55,0.55,0.4,0.5,0.52,0.62,0.32,0.49,0.78
joustsim.csv,0.6,0.56,0.59,0.52,0.51,0.5,0.67,0.34,0.61,0.35
log4net.csv,0.66,0.75,0.94,0.71,0.86,0.63,0.36,0.89,0.46,0.87
personalaccess.csv,0.57,0.41,0.39,0.38,0.53,0.37,0.58,0.35,0.45,0.34
rcp-company-uibindings.csv,0.58,0.52,0.45,0.59,0.48,0.41,0.47,0.64,0.42,0.44
unbvision.csv,0.69,0.42,0.47,0.42,0.53,0.43,0.36,0.74,0.37,0.38
