,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.24,0.72,0.04,0.73,0.43,0.87,0.38,0.09,0.61,0.27
bscwweasel.csv,0.41,0.15,0.11,0.32,0.3,0.63,0.16,0.0,0.93,0.07
cme.csv,0.08,0.02,0.0,0.0,0.0,0.11,0.0,0.0,0.05,0.91
fido.csv,0.13,0.25,0.0,0.0,0.0,0.44,0.25,0.38,0.0,0.0
japano.csv,0.11,0.85,0.04,0.55,0.32,0.69,0.24,0.07,0.86,0.0
joustsim.csv,0.24,0.79,0.02,0.52,0.32,0.66,0.69,0.1,0.49,0.19
log4net.csv,0.21,0.32,0.29,0.39,0.05,0.46,0.44,0.0,0.67,0.1
personalaccess.csv,0.27,0.8,0.07,0.72,0.37,0.86,0.35,0.07,0.63,0.24
rcp-company-uibindings.csv,0.35,0.39,0.07,0.59,0.39,0.65,0.27,0.14,0.93,0.33
unbvision.csv,0.33,0.51,0.07,0.64,0.61,0.59,0.39,0.0,0.82,0.17
