,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.42,0.67,0.34,0.22,0.46,0.56,0.47,0.78,0.2,0.52
bscwweasel.csv,0.25,0.11,0.37,0.15,0.56,0.36,0.2,0.03,0.3,0.44
cme.csv,0.04,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02
fido.csv,0.25,0.0,0.01,0.04,0.0,0.12,0.05,0.13,0.0,0.0
japano.csv,0.81,0.44,0.81,0.85,0.96,0.8,0.55,1.0,0.9,0.44
joustsim.csv,0.64,0.67,0.6,0.37,0.89,0.48,0.1,0.7,0.1,0.63
log4net.csv,0.23,0.0,0.11,0.22,0.07,0.12,0.28,0.17,0.8,0.27
personalaccess.csv,0.3,0.67,0.6,0.26,0.56,0.28,0.13,0.83,0.3,0.48
rcp-company-uibindings.csv,0.23,0.22,0.4,0.15,0.78,0.32,0.25,0.22,0.0,0.38
unbvision.csv,0.15,0.22,0.43,0.33,0.29,0.28,0.3,0.22,0.6,0.92
