,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.97,1.0,0.9,0.9,1.0,0.0,0.97,1.0,1.0,1.0
freedom-erp.csv,0.0,0.0,0.0,0.0,0.09,0.0,0.01,0.0,0.03,0.01
jahshaka.csv,0.18,0.0,0.12,0.49,0.32,0.0,0.31,0.08,0.19,0.22
jmoney.csv,0.03,0.08,0.0,0.13,0.42,0.0,0.21,0.07,0.11,0.28
reaper3d.csv,0.41,0.0,0.51,0.6,0.42,0.75,0.49,0.0,0.0,0.0
sblim.csv,0.1,0.02,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0
swtfox.csv,0.24,0.24,0.1,0.38,0.0,0.0,0.14,0.36,0.44,0.21
tart.csv,0.04,0.02,0.1,0.02,0.02,0.0,0.0,0.0,0.0,0.01
