,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.79,0.62,0.98,0.73,0.79,0.28,0.45,0.74,0.65,0.48,0.77,1.04,0.83,0.62,0.61,0.97,0.89,0.89
bigdata.csv,0.84,0.75,0.63,0.71,1.01,0.79,0.83,0.62,0.69,0.93,0.68,0.72,0.66,0.64,0.51,0.75,0.56,0.85
chaperon.csv,0.74,0.8,0.84,1.17,0.08,0.71,0.88,0.68,0.99,0.88,1.0,0.86,0.81,0.69,0.79,0.77,0.61,0.71
e-bio-flow.csv,0.75,0.66,0.37,0.52,1.18,0.88,0.74,0.8,0.93,0.76,0.72,0.92,0.7,0.83,0.65,0.61,0.7,0.55
exist.csv,0.78,0.71,0.99,1.04,0.65,0.57,0.85,0.34,0.91,0.84,0.73,0.66,0.61,0.78,0.67,0.79,0.86,0.68
freedom-erp.csv,0.92,1.0,0.74,0.85,0.75,0.67,0.86,0.91,0.9,0.97,0.42,0.72,0.82,1.0,0.84,1.0,0.9,1.0
geotools.csv,0.82,0.67,0.81,0.94,1.04,0.55,0.64,0.72,0.67,0.45,0.77,0.57,0.47,0.74,0.74,0.77,0.65,0.46
jaxlib.csv,0.58,0.78,0.83,0.04,0.88,0.65,0.97,0.86,0.66,0.74,0.95,0.79,0.78,0.88,0.71,0.77,0.82,0.88
jppf-project.csv,0.77,0.93,0.59,0.97,1.01,0.9,0.32,0.77,0.92,0.93,0.8,0.8,0.83,0.9,0.81,0.98,0.93,0.63
matrex.csv,0.87,0.54,0.71,0.57,0.75,0.51,0.68,0.95,0.23,0.8,0.65,0.72,0.77,1.0,0.91,0.74,0.84,0.75
mediate.csv,0.8,0.5,0.77,0.62,0.55,0.69,0.8,0.58,0.85,0.53,0.83,0.75,0.77,0.49,0.56,0.57,0.68,0.67
nunit.csv,0.93,0.53,0.73,0.66,0.76,0.84,0.78,0.79,0.95,0.75,0.83,0.59,0.72,0.73,0.6,0.88,0.43,0.52
octet.csv,0.89,1.0,0.75,1.37,0.86,0.69,0.71,0.9,0.71,0.64,0.93,0.33,0.6,0.56,0.77,0.99,0.58,0.58
pokenetonline.csv,0.97,1.0,0.87,0.9,0.97,0.95,0.88,1.0,1.0,0.47,0.97,0.53,0.85,0.89,0.95,0.93,0.77,0.75
reaper3d.csv,0.83,0.84,0.64,0.62,0.33,0.64,0.96,0.58,0.59,0.57,0.72,0.61,0.81,0.39,0.75,0.86,0.71,0.63
simplewebservices.csv,0.91,0.98,0.68,1.0,0.83,0.98,1.0,0.7,0.86,0.88,1.0,0.59,0.72,0.99,0.92,0.48,0.58,0.59
stajistics.csv,0.84,0.77,0.73,1.03,0.77,0.76,0.84,0.87,0.89,0.74,0.96,0.58,0.56,0.71,0.71,0.58,0.73,0.38
swtfox.csv,0.41,0.95,0.73,1.01,1.05,0.83,0.76,0.78,1.04,0.85,0.87,0.71,0.81,0.77,0.75,0.8,0.61,0.87
