,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.48,0.46,1.0,1.0,0.75,0.79,0.75,0.57,0.47,0.8,0.98,0.71,0.96,0.88,0.6,0.94,0.9,0.93
bigdata.csv,0.28,0.28,0.43,0.5,0.0,0.21,0.64,0.52,0.38,0.07,0.34,0.29,0.4,0.88,0.77,0.36,0.5,0.17
chaperon.csv,0.4,0.62,0.2,0.0,1.0,0.48,0.54,0.58,0.01,0.22,0.0,0.14,0.22,0.62,0.45,0.31,0.52,0.4
e-bio-flow.csv,0.52,0.44,0.77,0.5,0.0,0.12,0.6,0.3,0.1,0.25,0.75,0.14,0.58,0.75,0.81,0.67,0.4,0.47
exist.csv,0.68,0.9,0.9,0.5,0.75,0.46,0.6,0.79,0.92,0.95,0.85,0.86,0.85,0.88,0.38,0.71,0.9,0.87
freedom-erp.csv,0.2,0.0,0.27,0.5,0.25,0.36,0.58,0.09,0.1,0.03,0.74,0.29,0.2,0.0,0.19,0.0,0.1,0.0
geotools.csv,0.88,0.38,0.73,0.5,0.0,0.71,0.37,0.92,0.64,0.6,0.87,0.43,0.64,0.88,0.37,0.25,0.72,0.67
jaxlib.csv,0.5,0.67,0.23,1.0,0.5,0.39,0.03,0.16,0.45,0.7,0.06,0.29,0.56,0.12,0.34,0.65,0.3,0.63
jppf-project.csv,0.85,0.97,0.87,0.5,0.5,0.91,0.71,0.52,0.96,0.88,0.96,0.71,0.72,0.38,0.65,0.99,0.38,0.67
matrex.csv,0.15,0.64,0.37,0.5,0.25,0.59,0.37,0.05,0.82,0.2,0.38,0.29,0.27,0.0,0.11,0.38,0.18,0.27
mediate.csv,0.2,0.74,0.43,1.0,0.5,0.71,0.29,0.56,0.82,0.58,0.9,0.29,0.35,0.62,0.68,0.54,0.7,0.7
nunit.csv,0.2,0.74,0.53,0.5,0.25,0.16,0.22,0.73,0.05,0.62,0.21,0.43,0.32,0.38,0.51,0.91,0.65,0.6
octet.csv,0.57,1.0,0.67,0.0,0.25,0.43,0.5,0.89,0.67,0.38,0.98,0.71,0.51,0.5,0.75,0.98,0.48,0.43
pokenetonline.csv,0.8,1.0,0.97,1.0,0.75,0.95,0.95,1.0,0.99,0.7,0.98,0.86,0.96,0.75,0.93,0.95,0.85,0.9
reaper3d.csv,0.18,0.18,0.43,0.5,0.75,0.66,0.18,0.57,0.52,0.47,0.77,0.57,0.22,0.88,0.45,0.16,0.48,0.47
simplewebservices.csv,0.68,0.87,0.63,1.0,0.75,0.93,0.96,0.87,0.64,0.98,1.0,0.57,0.84,0.88,0.96,0.65,0.62,0.9
stajistics.csv,0.32,0.26,0.5,0.5,0.25,0.29,0.62,0.86,0.33,0.27,0.99,0.43,0.68,0.88,0.58,0.68,0.78,0.73
swtfox.csv,0.62,0.82,0.3,0.0,0.25,0.5,0.34,0.61,0.49,0.7,0.16,0.57,0.47,0.62,0.74,0.71,0.65,0.53
