,lamp.csv,thout.csv,freenet.csv,k3b.csv,itext.csv,fido.csv,megameknet.csv,fityk.csv,hibernate.csv,geogebra.csv
fido.csv,0.0,0.0,0.0,0.07,0.0,1.0,0.0,0.0,0.02,0.0
fityk.csv,0.18,0.39,0.74,0.63,0.66,0.04,0.44,0.98,0.45,0.39
freenet.csv,0.17,0.46,0.98,0.6,0.58,0.11,0.49,0.68,0.39,0.36
geogebra.csv,0.24,0.38,0.64,0.07,0.43,0.0,0.38,0.26,0.41,0.97
hibernate.csv,0.15,0.4,0.53,0.26,0.39,0.08,0.34,0.24,0.98,0.41
itext.csv,0.3,0.42,0.61,0.32,0.95,0.0,0.51,0.35,0.42,0.46
k3b.csv,0.29,0.43,0.65,1.0,0.68,0.14,0.41,0.74,0.39,0.42
lamp.csv,1.0,0.18,0.29,0.1,0.42,0.0,0.43,0.2,0.19,0.27
megameknet.csv,0.16,0.44,0.7,0.63,0.68,0.07,0.96,0.59,0.39,0.38
thout.csv,0.15,0.97,0.64,0.51,0.68,0.05,0.37,0.47,0.34,0.39
