,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.73,0.37,0.48,0.44,0.61,0.47,0.59,0.48,0.55,0.42,0.65,0.7,0.44,0.5,0.5,0.4,0.44,0.57,0.36
autofac.csv,0.47,0.34,0.52,0.52,0.89,0.53,0.52,0.49,0.5,0.44,0.57,0.4,0.48,0.45,0.52,0.35,0.47,0.44,0.43
avisynth2.csv,0.67,0.88,0.75,0.5,0.0,0.86,0.0,0.5,0.0,0.67,0.5,0.89,0.75,0.67,0.0,0.0,0.9,0.9,0.5
azureus.csv,0.7,0.53,0.64,0.5,0.83,0.92,0.55,0.62,0.62,0.5,0.71,0.69,0.79,0.67,0.59,0.59,0.58,0.68,0.67
dsworkbench.csv,0.49,0.42,0.39,0.57,0.97,0.89,0.48,0.51,0.89,0.6,0.56,0.59,0.45,0.47,0.48,0.59,0.52,0.9,0.43
forester-atv.csv,0.75,0.52,0.48,0.5,0.8,0.93,0.0,0.94,0.67,0.91,0.0,0.94,0.92,0.5,0.67,0.67,0.97,0.97,0.8
freelords.csv,0.38,0.5,0.41,0.35,0.46,0.43,0.41,0.4,0.33,0.43,0.41,0.38,0.4,0.49,0.57,0.42,0.38,0.43,0.42
gabel.csv,0.0,0.8,0.0,0.0,0.5,0.67,0.5,0.89,0.0,0.86,0.92,0.5,0.67,0.0,0.75,0.0,0.86,0.91,0.86
geotools.csv,0.64,0.65,0.81,0.83,0.71,0.91,0.8,0.76,0.88,0.77,0.86,0.95,0.92,0.89,0.75,0.85,0.69,0.71,0.71
google-collections.csv,0.39,0.36,0.36,0.33,0.45,0.38,0.45,0.4,0.31,0.46,0.37,0.38,0.33,0.4,0.45,0.42,0.41,0.39,0.36
jpaul.csv,0.47,0.49,0.46,0.6,0.0,0.67,0.65,0.78,0.57,0.57,0.89,0.47,0.56,0.67,0.78,0.83,0.66,0.97,0.81
mycila.csv,0.75,0.86,0.84,0.54,0.95,0.95,0.75,0.75,0.65,0.89,0.89,0.94,0.94,0.89,0.57,0.94,0.98,0.97,0.5
neodatis-odb.csv,0.95,0.51,0.68,0.53,0.75,0.96,0.7,0.79,0.86,0.81,0.87,0.67,0.5,0.75,0.71,0.8,0.68,0.77,0.89
octet.csv,0.58,0.46,0.83,0.8,0.9,0.94,0.83,0.64,0.9,0.62,0.8,0.8,0.71,0.8,0.86,0.52,0.71,0.57,0.75
pokenetonline.csv,0.39,0.33,0.35,0.44,0.94,0.59,0.5,0.74,0.53,0.47,0.78,0.35,0.38,0.55,0.67,0.41,0.43,0.53,0.75
rcp-company-uibindings.csv,0.36,0.35,0.38,0.33,0.46,0.39,0.44,0.4,0.3,0.45,0.35,0.36,0.33,0.39,0.46,0.42,0.41,0.4,0.33
scenemonitor.csv,0.38,0.5,0.39,0.39,0.55,0.51,0.5,0.52,0.58,0.51,0.54,0.4,0.36,0.57,0.54,0.51,0.43,0.49,0.53
thedata.csv,0.8,0.86,0.83,0.67,0.94,0.86,0.9,0.86,0.86,0.88,0.67,0.97,0.91,0.83,0.67,0.67,0.96,0.95,0.75
twostep.csv,0.55,0.35,0.38,0.5,0.51,0.5,0.55,0.39,0.67,0.38,0.43,0.41,0.38,0.55,0.5,0.5,0.41,0.45,0.4
