,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.37,0.54,0.44,0.53,0.96,0.51,0.51,0.48,0.48,0.59,0.44,0.44,0.42,0.48,0.55,0.7,0.64,0.47,0.4
autofac.csv,0.54,0.56,0.4,0.94,0.33,0.43,0.74,0.64,0.53,0.85,0.22,0.72,0.48,0.55,0.64,0.75,0.58,0.65,0.28
avisynth2.csv,0.05,0.1,0.1,0.09,0.0,0.07,0.07,0.04,0.06,0.0,0.0,0.06,0.09,1.0,0.0,0.05,0.07,0.05,0.0
azureus.csv,0.29,0.35,0.43,0.43,0.12,0.16,0.55,0.28,0.33,0.65,0.72,0.98,0.24,0.0,0.56,0.32,0.53,0.45,0.29
dsworkbench.csv,0.5,0.52,0.96,0.45,0.54,0.12,0.64,0.54,0.35,0.62,0.12,0.46,0.57,0.85,0.79,0.59,0.49,0.28,0.6
forester-atv.csv,0.06,1.0,0.46,0.09,0.06,0.16,0.07,0.37,0.12,0.29,0.0,0.24,0.24,0.0,0.34,0.15,0.13,0.16,0.0
freelords.csv,0.68,0.43,0.65,0.6,0.5,0.98,0.67,0.54,0.31,0.65,0.61,0.57,0.59,0.78,0.59,0.55,0.59,0.76,0.28
gabel.csv,0.0,0.1,0.0,0.0,0.0,0.05,0.07,0.06,0.0,0.9,0.12,0.0,0.02,0.0,0.17,0.05,0.02,0.06,0.0
geotools.csv,0.0,0.27,0.3,0.12,0.26,0.12,0.28,0.31,0.24,0.14,0.24,0.29,0.21,0.38,0.48,0.27,0.98,0.42,0.29
google-collections.csv,1.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.0,0.0,0.0,0.05,0.0,0.0
jpaul.csv,0.45,0.7,0.44,0.45,0.0,0.01,1.0,0.28,0.55,0.75,0.0,0.75,0.43,0.0,0.48,0.4,0.38,0.16,0.29
mycila.csv,0.06,0.05,0.39,0.47,0.27,0.29,0.27,0.3,0.32,0.0,0.92,0.06,0.21,0.0,0.42,0.1,0.14,0.19,0.28
neodatis-odb.csv,0.0,0.58,0.45,0.63,0.41,0.22,0.42,0.93,0.29,0.14,0.34,0.43,0.52,0.38,0.31,0.18,0.43,0.39,0.55
octet.csv,0.0,0.41,0.34,0.17,0.16,0.13,0.28,0.42,0.18,0.42,0.12,0.34,0.36,0.0,1.0,0.69,0.4,0.68,0.29
pokenetonline.csv,0.62,0.69,0.68,0.55,0.21,0.32,0.51,0.36,0.49,0.52,0.34,0.65,0.99,0.37,0.34,0.75,0.54,0.41,0.29
rcp-company-uibindings.csv,0.75,0.0,0.4,0.13,0.52,0.0,0.09,0.05,0.56,0.17,0.39,0.48,0.48,0.52,0.09,0.0,0.27,1.0,0.35
scenemonitor.csv,0.84,0.59,0.23,0.67,0.56,0.48,0.67,0.61,0.96,0.61,0.41,0.61,0.66,0.82,0.54,0.66,0.46,0.52,0.67
thedata.csv,0.07,0.15,0.12,0.04,0.14,0.11,0.14,0.31,0.24,0.0,0.12,0.21,0.16,0.0,0.0,0.05,0.15,0.1,1.0
twostep.csv,0.33,0.72,0.63,0.58,0.46,0.47,0.5,0.55,0.34,0.7,0.63,0.64,0.72,0.36,0.58,1.0,0.68,0.56,0.28
