,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.68,0.71,0.88,0.71,0.07,0.62,0.57,0.7,0.65,0.62,0.68,0.77,0.89,0.84,0.67,0.65,0.58,0.59,0.92
autofac.csv,0.67,0.8,0.71,0.07,0.72,0.75,0.41,0.63,0.59,0.46,1.04,0.44,0.58,0.75,0.62,0.39,0.73,0.58,0.88
avisynth2.csv,0.96,0.94,0.92,0.93,1.0,0.94,0.94,0.97,0.95,1.0,1.0,0.95,0.93,0.0,1.0,0.96,0.94,0.96,1.0
azureus.csv,0.75,0.74,0.65,0.84,0.9,0.88,0.57,0.79,0.84,0.44,0.34,0.02,0.8,1.0,0.65,1.01,0.62,0.61,0.77
dsworkbench.csv,0.56,0.72,0.13,0.65,0.53,0.9,0.53,0.64,0.71,0.55,0.97,0.68,0.68,0.47,0.44,0.57,0.66,0.76,0.71
forester-atv.csv,0.95,0.03,0.63,0.93,0.95,0.89,0.94,0.68,0.9,0.76,1.0,0.82,0.8,1.0,0.71,0.88,0.9,0.87,1.0
freelords.csv,0.56,0.78,0.48,0.73,0.82,0.04,0.63,0.78,0.93,0.7,0.67,0.78,0.69,0.58,0.54,0.78,0.74,0.32,0.91
gabel.csv,1.0,0.93,1.0,1.0,1.0,0.96,0.94,0.95,1.0,0.12,0.94,1.0,0.99,1.0,0.86,0.96,0.98,0.95,1.01
geotools.csv,1.12,0.82,0.76,0.9,0.8,0.91,0.77,0.76,0.81,0.9,0.81,0.77,0.82,0.68,0.57,0.78,0.02,0.64,0.78
google-collections.csv,0.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.96,1.0,1.0,1.0,0.99,1.0,1.0
jpaul.csv,0.75,0.48,0.65,0.63,1.0,0.99,0.0,0.8,0.52,0.36,1.02,0.45,0.72,1.0,0.58,0.66,0.71,0.87,0.79
mycila.csv,0.95,0.97,0.67,0.68,0.78,0.75,0.86,0.82,0.88,1.0,0.1,0.95,0.86,1.01,0.85,0.98,0.9,0.87,0.88
neodatis-odb.csv,1.27,0.69,0.61,0.57,0.7,0.9,0.81,0.08,0.75,0.98,0.76,0.67,0.64,0.67,0.91,0.85,0.72,0.8,0.51
octet.csv,1.09,0.73,0.72,0.86,0.87,0.94,0.79,0.65,0.88,0.71,0.91,0.73,0.71,1.08,0.0,0.36,0.67,0.44,0.79
pokenetonline.csv,0.6,0.55,0.65,0.57,0.83,0.74,0.58,0.71,0.6,0.63,0.71,0.71,0.04,0.75,0.71,0.32,0.59,0.69,0.77
rcp-company-uibindings.csv,0.52,1.0,0.88,0.98,0.82,1.0,0.98,0.99,0.79,0.96,0.89,0.84,0.84,0.82,0.98,1.0,0.94,0.0,0.92
scenemonitor.csv,0.19,0.63,0.95,0.65,0.63,0.84,0.67,0.62,0.05,0.76,0.83,0.75,0.61,0.52,0.8,0.65,0.85,0.79,0.59
thedata.csv,0.94,0.89,0.9,0.97,0.91,0.91,0.9,0.78,0.81,1.0,0.9,0.84,0.87,1.0,1.0,0.96,0.89,0.94,0.0
twostep.csv,0.72,0.63,0.67,0.51,0.65,0.61,0.63,0.69,0.75,0.51,0.62,0.62,0.42,0.81,0.56,0.0,0.57,0.5,0.88
